time,instrument,period,high,low,open,close
2012-07-12 21:30:00,6A,5,1.007,1.0066,1.007,1.0067
2012-07-12 21:35:00,6A,5,1.0069,1.0067,1.0068,1.0068
2012-07-12 21:40:00,6A,5,1.0077,1.0068,1.0069,1.0077
2012-07-12 21:45:00,6A,5,1.0076,1.0074,1.0076,1.0075
2012-07-12 21:50:00,6A,5,1.0079,1.0075,1.0075,1.0076
2012-07-12 21:55:00,6A,5,1.0082,1.0075,1.0076,1.0081
2012-07-12 22:00:00,6A,5,1.0083,1.0067,1.0082,1.0078
2012-07-12 22:05:00,6A,5,1.0105,1.0071,1.0076,1.0095
2012-07-12 22:10:00,6A,5,1.01,1.0086,1.0094,1.0094
2012-07-12 22:15:00,6A,5,1.0103,1.0093,1.0095,1.0098
2012-07-12 22:20:00,6A,5,1.0099,1.0084,1.0099,1.0085
2012-07-12 22:25:00,6A,5,1.0087,1.0079,1.0084,1.0083
2012-07-12 22:30:00,6A,5,1.0089,1.0082,1.0084,1.0083
2012-07-12 22:35:00,6A,5,1.0088,1.0081,1.0082,1.0086
2012-07-12 22:40:00,6A,5,1.0088,1.0083,1.0085,1.0086
2012-07-12 22:45:00,6A,5,1.0089,1.0084,1.0085,1.0089
2012-07-12 22:50:00,6A,5,1.0093,1.0089,1.0089,1.0093
2012-07-12 22:55:00,6A,5,1.0093,1.0086,1.0093,1.0091
2012-07-12 23:00:00,6A,5,1.0092,1.0091,1.0091,1.0091
2012-07-12 23:05:00,6A,5,1.0099,1.0091,1.0091,1.0099
2012-07-12 23:10:00,6A,5,1.0105,1.0098,1.0098,1.0104
2012-07-12 23:15:00,6A,5,1.0104,1.0102,1.0103,1.0104
2012-07-12 23:20:00,6A,5,1.0108,1.0102,1.0104,1.0104
2012-07-12 23:25:00,6A,5,1.011,1.0102,1.0104,1.0107
2012-07-12 23:30:00,6A,5,1.0109,1.0105,1.0107,1.0107
2012-07-12 23:35:00,6A,5,1.0109,1.0105,1.0107,1.0106
2012-07-12 23:40:00,6A,5,1.0109,1.0104,1.0107,1.0104
2012-07-12 23:45:00,6A,5,1.0106,1.0103,1.0104,1.0106
2012-07-12 23:50:00,6A,5,1.0114,1.0106,1.0106,1.0113
2012-07-12 23:55:00,6A,5,1.0114,1.0111,1.0113,1.0111
2012-07-13 00:00:00,6A,5,1.0111,1.011,1.0111,1.011
2012-07-13 00:05:00,6A,5,1.0111,1.0107,1.011,1.0108
2012-07-13 00:10:00,6A,5,1.0113,1.0108,1.0108,1.0111
2012-07-13 00:15:00,6A,5,1.0113,1.0111,1.0112,1.0111
2012-07-13 00:20:00,6A,5,1.0113,1.011,1.0111,1.0113
2012-07-13 00:25:00,6A,5,1.0114,1.0108,1.0114,1.0108
2012-07-13 00:30:00,6A,5,1.0109,1.0107,1.0108,1.0107
2012-07-13 00:35:00,6A,5,1.0108,1.0105,1.0108,1.0106
2012-07-13 00:40:00,6A,5,1.0107,1.0105,1.0107,1.0105
2012-07-13 00:45:00,6A,5,1.0107,1.0105,1.0105,1.0106
2012-07-13 00:50:00,6A,5,1.0109,1.0106,1.0107,1.0108
2012-07-13 00:55:00,6A,5,1.0109,1.0108,1.0109,1.0108
2012-07-13 01:00:00,6A,5,1.0109,1.0108,1.0109,1.0109
2012-07-13 01:05:00,6A,5,1.0109,1.0107,1.0109,1.0108
2012-07-13 01:10:00,6A,5,1.011,1.0108,1.0108,1.011
2012-07-13 01:15:00,6A,5,1.0112,1.0109,1.011,1.011
2012-07-13 01:20:00,6A,5,1.0113,1.011,1.011,1.0113
2012-07-13 01:25:00,6A,5,1.0113,1.011,1.0113,1.0111
2012-07-13 01:30:00,6A,5,1.0114,1.0113,1.0113,1.0114
2012-07-13 01:35:00,6A,5,1.0114,1.0113,1.0113,1.0113
2012-07-13 01:40:00,6A,5,1.0113,1.0109,1.0113,1.0113
2012-07-13 01:45:00,6A,5,1.0114,1.0111,1.0114,1.0111
2012-07-13 01:50:00,6A,5,1.0111,1.0107,1.0111,1.0107
2012-07-13 01:55:00,6A,5,1.0108,1.0102,1.0107,1.0103
2012-07-13 02:00:00,6A,5,1.0106,1.0103,1.0103,1.0105
2012-07-13 02:05:00,6A,5,1.0106,1.0101,1.0105,1.0102
2012-07-13 02:10:00,6A,5,1.0104,1.0096,1.0102,1.0096
2012-07-13 02:15:00,6A,5,1.0099,1.0093,1.0096,1.0097
2012-07-13 02:20:00,6A,5,1.01,1.0095,1.0097,1.0099
2012-07-13 02:25:00,6A,5,1.0107,1.01,1.01,1.0107
2012-07-13 02:30:00,6A,5,1.0109,1.0107,1.0107,1.0108
2012-07-13 02:35:00,6A,5,1.0111,1.0108,1.0108,1.011
2012-07-13 02:40:00,6A,5,1.011,1.0099,1.0109,1.0101
2012-07-13 02:45:00,6A,5,1.0101,1.0099,1.01,1.01
2012-07-13 02:50:00,6A,5,1.01,1.0096,1.01,1.0098
2012-07-13 02:55:00,6A,5,1.01,1.0096,1.0098,1.0098
2012-07-13 03:00:00,6A,5,1.0102,1.0097,1.0097,1.0101
2012-07-13 03:05:00,6A,5,1.0103,1.0098,1.0101,1.0101
2012-07-13 03:10:00,6A,5,1.0102,1.0093,1.0102,1.0095
2012-07-13 03:15:00,6A,5,1.0098,1.009,1.0095,1.0092
2012-07-13 03:20:00,6A,5,1.0094,1.0089,1.0093,1.0091
2012-07-13 03:25:00,6A,5,1.0093,1.0087,1.0091,1.0092
2012-07-13 03:30:00,6A,5,1.0102,1.0092,1.0092,1.01
2012-07-13 03:35:00,6A,5,1.0108,1.0099,1.0099,1.0107
2012-07-13 03:40:00,6A,5,1.011,1.0106,1.0107,1.0108
2012-07-13 03:45:00,6A,5,1.0108,1.0104,1.0107,1.0106
2012-07-13 03:50:00,6A,5,1.0105,1.0103,1.0105,1.0105
2012-07-13 03:55:00,6A,5,1.0107,1.0103,1.0103,1.0106
2012-07-13 04:00:00,6A,5,1.0114,1.0106,1.0106,1.0109
2012-07-13 04:05:00,6A,5,1.011,1.0104,1.011,1.0106
2012-07-13 04:10:00,6A,5,1.0107,1.0104,1.0106,1.0105
2012-07-13 04:15:00,6A,5,1.0109,1.0104,1.0105,1.0107
2012-07-13 04:20:00,6A,5,1.0108,1.0105,1.0106,1.0107
2012-07-13 04:25:00,6A,5,1.0108,1.0105,1.0108,1.0105
2012-07-13 04:30:00,6A,5,1.0106,1.0104,1.0106,1.0106
2012-07-13 04:35:00,6A,5,1.0108,1.0105,1.0106,1.0105
2012-07-13 04:40:00,6A,5,1.011,1.0106,1.0106,1.0107
2012-07-13 04:45:00,6A,5,1.011,1.0106,1.0107,1.0109
2012-07-13 04:50:00,6A,5,1.0114,1.0108,1.0108,1.0113
2012-07-13 04:55:00,6A,5,1.0117,1.0112,1.0113,1.0115
2012-07-13 05:00:00,6A,5,1.0116,1.0111,1.0116,1.0113
2012-07-13 05:05:00,6A,5,1.0114,1.0112,1.0114,1.0113
2012-07-13 05:10:00,6A,5,1.0113,1.0107,1.0113,1.0112
2012-07-13 05:15:00,6A,5,1.0123,1.0112,1.0113,1.0121
2012-07-13 05:20:00,6A,5,1.0122,1.0117,1.0121,1.0117
2012-07-13 05:25:00,6A,5,1.0117,1.0112,1.0117,1.0115
2012-07-13 05:30:00,6A,5,1.0115,1.0113,1.0114,1.0114
2012-07-13 05:35:00,6A,5,1.0115,1.0111,1.0115,1.0112
2012-07-13 05:40:00,6A,5,1.0111,1.0108,1.0111,1.011
2012-07-13 05:45:00,6A,5,1.0113,1.011,1.011,1.0112
2012-07-13 05:50:00,6A,5,1.0117,1.0112,1.0112,1.0117
2012-07-13 05:55:00,6A,5,1.0119,1.0116,1.0118,1.0118
2012-07-13 06:00:00,6A,5,1.0121,1.0118,1.0118,1.0119
2012-07-13 06:05:00,6A,5,1.012,1.0116,1.012,1.0116
2012-07-13 06:10:00,6A,5,1.0117,1.0114,1.0117,1.0116
2012-07-13 06:15:00,6A,5,1.0118,1.0114,1.0116,1.0117
2012-07-13 06:20:00,6A,5,1.0116,1.0111,1.0116,1.0112
2012-07-13 06:25:00,6A,5,1.0113,1.0111,1.0112,1.0112
2012-07-13 06:30:00,6A,5,1.0116,1.0111,1.0112,1.0116
2012-07-13 06:35:00,6A,5,1.0121,1.0115,1.0117,1.0119
2012-07-13 06:40:00,6A,5,1.0125,1.012,1.012,1.0124
2012-07-13 06:45:00,6A,5,1.0124,1.012,1.0124,1.0121
2012-07-13 06:50:00,6A,5,1.0121,1.0118,1.012,1.0121
2012-07-13 06:55:00,6A,5,1.0128,1.0121,1.0121,1.0124
2012-07-13 07:00:00,6A,5,1.0128,1.0118,1.0124,1.0119
2012-07-13 07:05:00,6A,5,1.012,1.0113,1.012,1.0114
2012-07-13 07:10:00,6A,5,1.0115,1.0112,1.0113,1.0112
2012-07-13 07:15:00,6A,5,1.0117,1.0112,1.0112,1.0114
2012-07-13 07:20:00,6A,5,1.0115,1.0111,1.0114,1.0113
2012-07-13 07:25:00,6A,5,1.0114,1.0106,1.0114,1.0107
2012-07-13 07:30:00,6A,5,1.0114,1.0108,1.0109,1.0114
2012-07-13 07:35:00,6A,5,1.0117,1.0111,1.0114,1.0111
2012-07-13 07:40:00,6A,5,1.0116,1.0111,1.0111,1.0114
2012-07-13 07:45:00,6A,5,1.0118,1.0114,1.0114,1.0114
2012-07-13 07:50:00,6A,5,1.0114,1.0109,1.0114,1.0111
2012-07-13 07:55:00,6A,5,1.0112,1.0109,1.0111,1.0109
2012-07-13 08:00:00,6A,5,1.011,1.0108,1.0108,1.0109
2012-07-13 08:05:00,6A,5,1.0109,1.0107,1.0109,1.0108
2012-07-13 08:10:00,6A,5,1.0111,1.0107,1.0109,1.0109
2012-07-13 08:15:00,6A,5,1.0109,1.0107,1.0109,1.0108
2012-07-13 08:20:00,6A,5,1.0109,1.0106,1.0108,1.0107
2012-07-13 08:25:00,6A,5,1.0109,1.0103,1.0107,1.0106
2012-07-13 08:30:00,6A,5,1.0113,1.0105,1.0106,1.0112
2012-07-13 08:35:00,6A,5,1.0114,1.0107,1.0112,1.0112
2012-07-13 08:40:00,6A,5,1.0113,1.0107,1.0112,1.0113
2012-07-13 08:45:00,6A,5,1.0114,1.0108,1.0113,1.011
2012-07-13 08:50:00,6A,5,1.0117,1.0111,1.0111,1.0116
2012-07-13 08:55:00,6A,5,1.0116,1.0109,1.0115,1.0115
2012-07-13 09:00:00,6A,5,1.0117,1.0112,1.0115,1.0113
2012-07-13 09:05:00,6A,5,1.0113,1.0109,1.0112,1.0111
2012-07-13 09:10:00,6A,5,1.011,1.0106,1.011,1.0108
2012-07-13 09:15:00,6A,5,1.0114,1.0109,1.0109,1.0113
2012-07-13 09:20:00,6A,5,1.0114,1.011,1.0112,1.0113
2012-07-13 09:25:00,6A,5,1.0116,1.0109,1.0113,1.0115
2012-07-13 09:30:00,6A,5,1.0119,1.0114,1.0115,1.0118
2012-07-13 09:35:00,6A,5,1.0136,1.0118,1.0118,1.0132
2012-07-13 09:40:00,6A,5,1.014,1.013,1.0133,1.014
2012-07-13 09:45:00,6A,5,1.0158,1.014,1.014,1.0154
2012-07-13 09:50:00,6A,5,1.016,1.0149,1.0155,1.0154
2012-07-13 09:55:00,6A,5,1.0157,1.015,1.0155,1.015
2012-07-13 10:00:00,6A,5,1.0155,1.0146,1.0151,1.0153
2012-07-13 10:05:00,6A,5,1.0158,1.0147,1.0153,1.0152
2012-07-13 10:10:00,6A,5,1.017,1.0152,1.0152,1.016
2012-07-13 10:15:00,6A,5,1.0161,1.0155,1.0161,1.0157
2012-07-13 10:20:00,6A,5,1.0158,1.0153,1.0157,1.0157
2012-07-13 10:25:00,6A,5,1.0157,1.0152,1.0157,1.0153
2012-07-13 10:30:00,6A,5,1.0153,1.015,1.0153,1.015
2012-07-13 10:35:00,6A,5,1.0157,1.015,1.0151,1.0155
2012-07-13 10:40:00,6A,5,1.016,1.0154,1.0155,1.016
2012-07-13 10:45:00,6A,5,1.0162,1.0155,1.0159,1.0159
2012-07-13 10:50:00,6A,5,1.0162,1.0158,1.0158,1.0161
2012-07-13 10:55:00,6A,5,1.0164,1.016,1.0162,1.0164
2012-07-13 11:00:00,6A,5,1.0164,1.0158,1.0163,1.0158
2012-07-13 11:05:00,6A,5,1.0158,1.015,1.0158,1.015
2012-07-13 11:10:00,6A,5,1.0157,1.015,1.015,1.0157
2012-07-13 11:15:00,6A,5,1.0157,1.015,1.0157,1.0151
2012-07-13 11:20:00,6A,5,1.0152,1.0149,1.0151,1.0151
2012-07-13 11:25:00,6A,5,1.0152,1.0148,1.015,1.0149
2012-07-13 11:30:00,6A,5,1.0149,1.0146,1.0148,1.0148
2012-07-13 11:35:00,6A,5,1.0152,1.0147,1.0148,1.0151
2012-07-13 11:40:00,6A,5,1.0152,1.0147,1.0152,1.0148
2012-07-13 11:45:00,6A,5,1.0154,1.0148,1.0148,1.0153
2012-07-13 11:50:00,6A,5,1.0155,1.0152,1.0154,1.0152
2012-07-13 11:55:00,6A,5,1.0153,1.015,1.0153,1.0151
2012-07-13 12:00:00,6A,5,1.0152,1.0151,1.0151,1.0152
2012-07-13 12:05:00,6A,5,1.0156,1.0151,1.0151,1.0154
2012-07-13 12:10:00,6A,5,1.0158,1.0153,1.0153,1.0156
2012-07-13 12:15:00,6A,5,1.016,1.0156,1.0157,1.0156
2012-07-13 12:20:00,6A,5,1.0161,1.0156,1.0156,1.0157
2012-07-13 12:25:00,6A,5,1.0157,1.0154,1.0157,1.0156
2012-07-13 12:30:00,6A,5,1.0159,1.0154,1.0157,1.0155
2012-07-13 12:35:00,6A,5,1.0157,1.0154,1.0156,1.0155
2012-07-13 12:40:00,6A,5,1.0158,1.0156,1.0156,1.0157
2012-07-13 12:45:00,6A,5,1.0158,1.0156,1.0157,1.0156
2012-07-13 12:50:00,6A,5,1.016,1.0157,1.0157,1.0159
2012-07-13 12:55:00,6A,5,1.016,1.0158,1.016,1.0159
2012-07-13 13:00:00,6A,5,1.0165,1.0158,1.0159,1.0164
2012-07-13 13:05:00,6A,5,1.0165,1.0161,1.0164,1.0162
2012-07-13 13:10:00,6A,5,1.0166,1.0162,1.0162,1.0165
2012-07-13 13:15:00,6A,5,1.0167,1.0165,1.0165,1.0166
2012-07-13 13:20:00,6A,5,1.0166,1.0165,1.0166,1.0166
2012-07-13 13:25:00,6A,5,1.0168,1.0165,1.0166,1.0166
2012-07-13 13:30:00,6A,5,1.0165,1.0161,1.0165,1.0161
2012-07-13 13:35:00,6A,5,1.0165,1.0162,1.0162,1.0163
2012-07-13 13:40:00,6A,5,1.0166,1.0164,1.0164,1.0165
2012-07-13 13:45:00,6A,5,1.0166,1.0165,1.0165,1.0165
2012-07-13 13:50:00,6A,5,1.0165,1.0164,1.0165,1.0164
2012-07-13 13:55:00,6A,5,1.0167,1.0164,1.0164,1.0165
2012-07-13 14:00:00,6A,5,1.0166,1.0162,1.0165,1.0162
2012-07-13 14:05:00,6A,5,1.0163,1.0159,1.0161,1.0159
2012-07-13 14:10:00,6A,5,1.016,1.0157,1.0159,1.0158
2012-07-13 14:15:00,6A,5,1.016,1.0158,1.0158,1.016
2012-07-13 14:20:00,6A,5,1.016,1.0159,1.0159,1.016
2012-07-13 14:25:00,6A,5,1.016,1.0157,1.0159,1.0158
2012-07-13 14:30:00,6A,5,1.0161,1.0157,1.0158,1.0159
2012-07-13 14:35:00,6A,5,1.0161,1.0157,1.0158,1.016
2012-07-13 14:40:00,6A,5,1.0161,1.0158,1.016,1.0158
2012-07-13 14:45:00,6A,5,1.0159,1.0157,1.0158,1.0158
2012-07-13 14:50:00,6A,5,1.0158,1.0155,1.0158,1.0158
2012-07-13 14:55:00,6A,5,1.0161,1.0157,1.0158,1.0161
2012-07-13 15:00:00,6A,5,1.0164,1.016,1.016,1.0163
2012-07-13 15:05:00,6A,5,1.0169,1.0162,1.0163,1.0165
2012-07-13 15:10:00,6A,5,1.0166,1.0163,1.0166,1.0166
2012-07-13 15:15:00,6A,5,1.0169,1.0166,1.0166,1.0167
2012-07-13 15:20:00,6A,5,1.0168,1.0164,1.0167,1.0166
2012-07-13 15:25:00,6A,5,1.017,1.0167,1.0167,1.0167
2012-07-13 15:30:00,6A,5,1.0167,1.0165,1.0167,1.0166
2012-07-13 15:35:00,6A,5,1.0167,1.0164,1.0165,1.0166
2012-07-13 15:40:00,6A,5,1.0166,1.016,1.0166,1.016
2012-07-13 15:45:00,6A,5,1.0167,1.016,1.016,1.0167
2012-07-13 15:50:00,6A,5,1.0166,1.0159,1.0166,1.0162
2012-07-13 15:55:00,6A,5,1.0164,1.016,1.0162,1.0162
2012-07-13 16:00:00,6A,5,1.0164,1.0161,1.0161,1.0162
2012-07-13 16:05:00,6A,5,1.0164,1.0162,1.0162,1.0164
2012-07-13 16:10:00,6A,5,1.0163,1.0161,1.0163,1.0161
2012-07-13 16:15:00,6A,5,1.0164,1.0161,1.0161,1.0163
2012-07-13 16:20:00,6A,5,1.0164,1.0161,1.0163,1.0161
2012-07-13 16:25:00,6A,5,1.016,1.0158,1.0159,1.016
2012-07-13 16:30:00,6A,5,1.0162,1.016,1.016,1.0162
2012-07-13 16:35:00,6A,5,1.0166,1.0162,1.0162,1.0165
2012-07-13 16:40:00,6A,5,1.0168,1.0162,1.0165,1.0168
2012-07-13 16:45:00,6A,5,1.0169,1.0162,1.0169,1.0164
2012-07-13 16:50:00,6A,5,1.0168,1.0166,1.0166,1.0168
2012-07-13 16:55:00,6A,5,1.0167,1.0167,1.0167,1.0167
2012-07-13 17:00:00,6A,5,1.017,1.0166,1.0166,1.0166
2012-07-15 18:05:00,6A,5,1.0188,1.0177,1.0185,1.0178
2012-07-15 18:10:00,6A,5,1.0179,1.0177,1.0177,1.0179
2012-07-15 18:15:00,6A,5,1.0183,1.0178,1.018,1.0181
2012-07-15 18:20:00,6A,5,1.0184,1.0181,1.0181,1.0183
2012-07-15 18:25:00,6A,5,1.0185,1.0182,1.0184,1.0182
2012-07-15 18:30:00,6A,5,1.0184,1.018,1.0182,1.018
2012-07-15 18:35:00,6A,5,1.018,1.0178,1.018,1.0179
2012-07-15 18:40:00,6A,5,1.0184,1.018,1.018,1.0184
2012-07-15 18:45:00,6A,5,1.0185,1.0181,1.0183,1.0183
2012-07-15 18:50:00,6A,5,1.0184,1.0182,1.0182,1.0184
2012-07-15 18:55:00,6A,5,1.0185,1.0184,1.0184,1.0185
2012-07-15 19:00:00,6A,5,1.0184,1.0182,1.0184,1.0182
2012-07-15 19:05:00,6A,5,1.0181,1.0176,1.0181,1.0177
2012-07-15 19:10:00,6A,5,1.018,1.0177,1.0178,1.0179
2012-07-15 19:15:00,6A,5,1.0179,1.0178,1.0178,1.0179
2012-07-15 19:20:00,6A,5,1.018,1.0179,1.0179,1.018
2012-07-15 19:25:00,6A,5,1.0178,1.0174,1.0178,1.0175
2012-07-15 19:30:00,6A,5,1.0177,1.0175,1.0175,1.0177
2012-07-15 19:35:00,6A,5,1.0177,1.0175,1.0176,1.0175
2012-07-15 19:40:00,6A,5,1.0174,1.0172,1.0174,1.0173
2012-07-15 19:45:00,6A,5,1.0173,1.0172,1.0172,1.0172
2012-07-15 19:50:00,6A,5,1.0174,1.0171,1.0172,1.0173
2012-07-15 19:55:00,6A,5,1.0174,1.0173,1.0173,1.0174
2012-07-15 20:00:00,6A,5,1.0175,1.0173,1.0173,1.0175
2012-07-15 20:05:00,6A,5,1.0175,1.0171,1.0175,1.0171
2012-07-15 20:10:00,6A,5,1.0171,1.0166,1.0171,1.0167
2012-07-15 20:15:00,6A,5,1.017,1.0166,1.0168,1.017
2012-07-15 20:20:00,6A,5,1.017,1.0168,1.017,1.0169
2012-07-15 20:25:00,6A,5,1.0172,1.0168,1.0168,1.017
2012-07-15 20:30:00,6A,5,1.0174,1.017,1.0171,1.0174
2012-07-15 20:35:00,6A,5,1.0174,1.0172,1.0174,1.0172
2012-07-15 20:40:00,6A,5,1.0172,1.0171,1.0172,1.0171
2012-07-15 20:45:00,6A,5,1.0171,1.0164,1.0171,1.0164
2012-07-15 20:50:00,6A,5,1.0166,1.0163,1.0165,1.0165
2012-07-15 20:55:00,6A,5,1.0166,1.0164,1.0165,1.0166
2012-07-15 21:00:00,6A,5,1.0166,1.0163,1.0166,1.0165
2012-07-15 21:05:00,6A,5,1.0166,1.0163,1.0164,1.0165
2012-07-15 21:10:00,6A,5,1.0167,1.0164,1.0164,1.0166
2012-07-15 21:15:00,6A,5,1.0167,1.0166,1.0166,1.0166
2012-07-15 21:20:00,6A,5,1.0167,1.0163,1.0165,1.0167
2012-07-15 21:25:00,6A,5,1.0169,1.0166,1.0166,1.0168
2012-07-15 21:30:00,6A,5,1.0167,1.0165,1.0167,1.0166
2012-07-15 21:35:00,6A,5,1.0167,1.0161,1.0167,1.0161
2012-07-15 21:40:00,6A,5,1.0161,1.0158,1.0161,1.0158
2012-07-15 21:45:00,6A,5,1.0163,1.0158,1.0158,1.0163
2012-07-15 21:50:00,6A,5,1.0164,1.0162,1.0163,1.0162
2012-07-15 21:55:00,6A,5,1.0163,1.0161,1.0163,1.0163
2012-07-15 22:00:00,6A,5,1.0163,1.0161,1.0162,1.0162
2012-07-15 22:05:00,6A,5,1.0165,1.0162,1.0162,1.0163
2012-07-15 22:10:00,6A,5,1.0162,1.0157,1.0162,1.0159
2012-07-15 22:15:00,6A,5,1.016,1.0155,1.016,1.0155
2012-07-15 22:20:00,6A,5,1.0157,1.0155,1.0155,1.0156
2012-07-15 22:25:00,6A,5,1.0156,1.0154,1.0156,1.0155
2012-07-15 22:30:00,6A,5,1.0158,1.0154,1.0155,1.0156
2012-07-15 22:35:00,6A,5,1.0158,1.0156,1.0156,1.0158
2012-07-15 22:40:00,6A,5,1.0161,1.0158,1.0159,1.016
2012-07-15 22:45:00,6A,5,1.016,1.0158,1.016,1.0158
2012-07-15 22:50:00,6A,5,1.0159,1.0154,1.0158,1.0155
2012-07-15 22:55:00,6A,5,1.0156,1.0154,1.0156,1.0156
2012-07-15 23:00:00,6A,5,1.0157,1.0154,1.0156,1.0155
2012-07-15 23:05:00,6A,5,1.0156,1.0154,1.0154,1.0155
2012-07-15 23:10:00,6A,5,1.0156,1.0154,1.0155,1.0155
2012-07-15 23:15:00,6A,5,1.0164,1.0157,1.0157,1.0163
2012-07-15 23:20:00,6A,5,1.0163,1.0161,1.0162,1.0163
2012-07-15 23:25:00,6A,5,1.0166,1.0163,1.0163,1.0165
2012-07-15 23:30:00,6A,5,1.0165,1.0164,1.0164,1.0165
2012-07-15 23:35:00,6A,5,1.0164,1.0163,1.0164,1.0164
2012-07-15 23:40:00,6A,5,1.0165,1.0163,1.0164,1.0163
2012-07-15 23:45:00,6A,5,1.0164,1.0163,1.0163,1.0164
2012-07-15 23:50:00,6A,5,1.0163,1.0163,1.0163,1.0163
2012-07-15 23:55:00,6A,5,1.0162,1.0162,1.0162,1.0162
2012-07-16 00:00:00,6A,5,1.0163,1.0162,1.0162,1.0163
2012-07-16 00:05:00,6A,5,1.0164,1.0163,1.0163,1.0164
2012-07-16 00:10:00,6A,5,1.0165,1.0163,1.0163,1.0165
2012-07-16 00:15:00,6A,5,1.0165,1.0164,1.0165,1.0164
2012-07-16 00:20:00,6A,5,1.0165,1.0163,1.0165,1.0164
2012-07-16 00:25:00,6A,5,1.0164,1.0163,1.0164,1.0163
2012-07-16 00:30:00,6A,5,1.0163,1.0162,1.0163,1.0163
2012-07-16 00:35:00,6A,5,1.0163,1.0158,1.0163,1.016
2012-07-16 00:40:00,6A,5,1.016,1.016,1.016,1.016
2012-07-16 00:45:00,6A,5,1.0159,1.0159,1.0159,1.0159
2012-07-16 00:50:00,6A,5,1.016,1.0159,1.0159,1.016
2012-07-16 00:55:00,6A,5,1.0163,1.016,1.016,1.0161
2012-07-16 01:00:00,6A,5,1.0163,1.0162,1.0163,1.0162
2012-07-16 01:05:00,6A,5,1.0163,1.0161,1.0163,1.0162
2012-07-16 01:10:00,6A,5,1.0163,1.016,1.0162,1.0162
2012-07-16 01:15:00,6A,5,1.0164,1.0161,1.0161,1.0164
2012-07-16 01:20:00,6A,5,1.017,1.0165,1.0165,1.017
2012-07-16 01:25:00,6A,5,1.0172,1.0169,1.017,1.0169
2012-07-16 01:30:00,6A,5,1.017,1.0168,1.0169,1.0169
2012-07-16 01:35:00,6A,5,1.017,1.0167,1.0169,1.017
2012-07-16 01:40:00,6A,5,1.0172,1.0169,1.0171,1.0169
2012-07-16 01:45:00,6A,5,1.017,1.0168,1.017,1.0168
2012-07-16 01:50:00,6A,5,1.0169,1.0168,1.0168,1.0169
2012-07-16 01:55:00,6A,5,1.0172,1.0168,1.0169,1.0171
2012-07-16 02:00:00,6A,5,1.0173,1.0171,1.0173,1.0173
2012-07-16 02:05:00,6A,5,1.0175,1.0172,1.0173,1.0172
2012-07-16 02:10:00,6A,5,1.0174,1.017,1.0173,1.017
2012-07-16 02:15:00,6A,5,1.0172,1.0169,1.017,1.0169
2012-07-16 02:20:00,6A,5,1.017,1.0168,1.017,1.0169
2012-07-16 02:25:00,6A,5,1.017,1.0167,1.017,1.0167
2012-07-16 02:30:00,6A,5,1.0169,1.0166,1.0167,1.0169
2012-07-16 02:35:00,6A,5,1.017,1.0167,1.0169,1.0169
2012-07-16 02:40:00,6A,5,1.0171,1.0168,1.0169,1.0169
2012-07-16 02:45:00,6A,5,1.017,1.0168,1.017,1.017
2012-07-16 02:50:00,6A,5,1.0169,1.0168,1.0169,1.0168
2012-07-16 02:55:00,6A,5,1.0167,1.0159,1.0167,1.0161
2012-07-16 03:00:00,6A,5,1.0166,1.0162,1.0162,1.0165
2012-07-16 03:05:00,6A,5,1.0165,1.0157,1.0165,1.016
2012-07-16 03:10:00,6A,5,1.0162,1.0156,1.016,1.0159
2012-07-16 03:15:00,6A,5,1.0161,1.0158,1.0158,1.0159
2012-07-16 03:20:00,6A,5,1.0164,1.0158,1.0158,1.0162
2012-07-16 03:25:00,6A,5,1.0169,1.0162,1.0162,1.0167
2012-07-16 03:30:00,6A,5,1.0169,1.0167,1.0168,1.0168
2012-07-16 03:35:00,6A,5,1.0169,1.0161,1.0168,1.0162
2012-07-16 03:40:00,6A,5,1.0164,1.0158,1.0162,1.0164
2012-07-16 03:45:00,6A,5,1.0166,1.0161,1.0164,1.0166
2012-07-16 03:50:00,6A,5,1.0166,1.0162,1.0166,1.0163
2012-07-16 03:55:00,6A,5,1.0164,1.0161,1.0163,1.0163
2012-07-16 04:00:00,6A,5,1.0167,1.0163,1.0163,1.0166
2012-07-16 04:05:00,6A,5,1.0168,1.0165,1.0166,1.0166
2012-07-16 04:10:00,6A,5,1.0169,1.0166,1.0167,1.0166
2012-07-16 04:15:00,6A,5,1.0167,1.0162,1.0165,1.0164
2012-07-16 04:20:00,6A,5,1.0168,1.0162,1.0164,1.0167
2012-07-16 04:25:00,6A,5,1.0167,1.0163,1.0167,1.0164
2012-07-16 04:30:00,6A,5,1.0168,1.0163,1.0163,1.0168
2012-07-16 04:35:00,6A,5,1.0171,1.0168,1.0168,1.017
2012-07-16 04:40:00,6A,5,1.0171,1.0168,1.017,1.0171
2012-07-16 04:45:00,6A,5,1.0172,1.0167,1.0171,1.0168
2012-07-16 04:50:00,6A,5,1.0167,1.0159,1.0167,1.016
2012-07-16 04:55:00,6A,5,1.0161,1.0157,1.016,1.016
2012-07-16 05:00:00,6A,5,1.0161,1.0156,1.0159,1.0156
2012-07-16 05:05:00,6A,5,1.0158,1.0153,1.0156,1.0155
2012-07-16 05:10:00,6A,5,1.016,1.0154,1.0154,1.0157
2012-07-16 05:15:00,6A,5,1.0156,1.0151,1.0156,1.0152
2012-07-16 05:20:00,6A,5,1.0153,1.0148,1.0153,1.0151
2012-07-16 05:25:00,6A,5,1.0157,1.015,1.0151,1.0156
